title,track_id,start_date,end_date,driver_fee,spectator_fee,url,description
Southern Street WARZ,7,2026-01-03 10:00:00,2026-01-03 23:00:00,35,25,https://www.facebook.com/events/1799190031481533,No Prep + Flashlight Start + 1/8 Mile Heads Up
