title,track_id,start_date,end_date,driver_fee,spectator_fee,url,description
T&E Promotions Streetcar Showdown,1,2025-12-05 9:00:00,2025-12-06 23:00:00,25,25,https://www.tandepromotions.com,Get ready for the fastest street cars in the nation all in one spot. You don't want to miss it!
